삼삼ID,매물명,건물유형,방수,시도,시군구,동,인근역,동삼삼매물수,평수,삼삼주당_만원,삼삼월환산_만원,1달예약일,1달막힘일,1달실현수익_만원,네이버월세_만원,네이버관리비_만원,관리비표기여부,네이버월총_만원,네이버보증금_만원,매칭매물수,네이버월총÷삼삼주당,실현효율(1달실현÷네이버월총),현실효율(1달실현÷네이버월세),순수익_만원(1달실현−월세−관리비),건물네이버매물수,건물월세최저_만원,건물월세중간_만원,건물월세최고_만원,네이버건물,네이버링크,삼삼링크
112601,명지롯데프라자,오피스텔,원룸,부산광역시,강서구,명지동,하단역,13,12,18.8,81.7,25,0,67.1,36,24.0,미표기(평당2만),60.0,300,3,3.19,1.12,1.86,7.1,8,30,38.0,50,명지롯데프라자,https://new.land.naver.com/offices?articleNo=2629907946,https://web.33m2.co.kr/guest/room/112601
51832,감성복층_노엘하우스☃️,오피스텔,원룸,서울특별시,영등포구,영등포동2가,영등포시장역,12,10,38.0,165.1,16,11,137.1,110,20.0,미표기(평당2만),130.0,3000,1,3.42,1.05,1.25,7.1,1,110,110,110,성운힐스,https://new.land.naver.com/offices?articleNo=2632242395,https://web.33m2.co.kr/guest/room/51832
47602,5호선애오개공덕광화문,오피스텔,원룸,서울특별시,마포구,아현동,애오개역,26,10,30.0,130.3,16,2,73.5,60.0,8.0,표기,68.0,1000.0,10,2.27,1.08,1.23,5.5,12,55,60.0,100,고려아카데미텔,https://new.land.naver.com/offices?articleNo=2632514579,https://web.33m2.co.kr/guest/room/47602
89624,대형👨‍👩‍👧채광☀️잠실새내역세,오피스텔,원룸,서울특별시,송파구,잠실동,잠실새내역,75,11,73.0,317.2,14,5,175.2,155,15.0,표기,170.0,200,1,2.33,1.03,1.13,5.2,1,155,155,155,NS파인트리,https://new.land.naver.com/offices?articleNo=2628093337,https://web.33m2.co.kr/guest/room/89624
98252,하단역 5분 넷플디즈니,아파트,원룸,부산광역시,사하구,하단동,하단역,13,15,33.0,143.4,17,0,80.1,45.0,30.0,미표기(평당2만),75.0,1500.0,2,2.27,1.07,1.78,5.1,2,40,45.0,50,더블루,https://new.land.naver.com/offices?articleNo=2632497063,https://web.33m2.co.kr/guest/room/98252
99717,왕십리역3분고사양pc,오피스텔,원룸,서울특별시,성동구,도선동,왕십리역,20,10,43.0,186.8,19,3,129.7,105.0,20.0,미표기(평당2만),125.0,1000.0,2,2.91,1.04,1.24,4.7,4,10,95.0,110,한성아펠타워,https://new.land.naver.com/offices?articleNo=2628074126,https://web.33m2.co.kr/guest/room/99717
98072,❤️잠실/몽촌토성역 4분,오피스텔,원룸,서울특별시,송파구,방이동,몽촌토성역,133,12,45.0,195.5,16,0,102.9,75,24.0,미표기(평당2만),99.0,1000,1,2.2,1.04,1.37,3.9,2,60,67.5,75,쌩모리빌,https://new.land.naver.com/offices?articleNo=2632086394,https://web.33m2.co.kr/guest/room/98072
113372,마포구 아현동 오피스텔,오피스텔,원룸,서울특별시,마포구,아현동,애오개역,26,9,33.0,143.4,15,0,70.7,60.0,8.0,표기,68.0,1000.0,10,2.06,1.04,1.18,2.7,12,55,60.0,100,고려아카데미텔,https://new.land.naver.com/offices?articleNo=2632514579,https://web.33m2.co.kr/guest/room/113372
112320,청량리역 6번출구 앞,오피스텔,쓰리룸+,서울특별시,동대문구,전농동,청량리역,30,25,72.0,312.8,22,0,226.3,175,50.0,미표기(평당2만),225.0,3000,1,3.12,1.01,1.29,1.3,21,40,300,340,힐스테이트청량리더퍼스트A블럭,https://new.land.naver.com/offices?articleNo=2632539940,https://web.33m2.co.kr/guest/room/112320
78156,❤특가복층❤최대4인가능,오피스텔,원룸,경기도,부천시 원미구,중동,신중동역,56,8,34.0,147.7,10,2,52.0,35,16.0,미표기(평당2만),51.0,500,1,1.5,1.02,1.49,1.0,7,33,55,57,코스모폴리탄,https://new.land.naver.com/offices?articleNo=2632526866,https://web.33m2.co.kr/guest/room/78156
85165,6/23~7/3특별할인,오피스텔,원룸,서울특별시,서초구,서초동,강남역,289,15,63.0,273.7,12,5,129.6,100.0,30.0,미표기(평당2만),130.0,1000.0,4,2.06,1.0,1.3,-0.4,21,80,120,230,강남역리가스퀘어,https://new.land.naver.com/offices?articleNo=2630962625,https://web.33m2.co.kr/guest/room/85165
78923,목포전남도청앞 투룸🤍,오피스텔,투룸,전라남도,무안군,삼향읍,목포역,12,14,38.0,165.1,12,0,65.1,38,28.0,미표기(평당2만),66.0,300,13,1.74,0.99,1.71,-0.9,14,36,38.0,65,남악유탑유블레스900,https://new.land.naver.com/offices?articleNo=2632357128,https://web.33m2.co.kr/guest/room/78923
109499,신장동스테이,오피스텔,쓰리룸+,경기도,평택시,신장동,송탄역,10,19,45.0,195.5,15,0,96.4,60,38.0,미표기(평당2만),98.0,300,1,2.18,0.98,1.61,-1.6,1,60,60,60,오딧세이이글,https://new.land.naver.com/offices?articleNo=2631656117,https://web.33m2.co.kr/guest/room/109499
104233,광안리오션뷰 오픈특가 ,오피스텔,원룸,부산광역시,수영구,광안동,금련산역,143,10,40.0,173.8,11,2,67.3,60,10.0,표기,70.0,500,1,1.75,0.96,1.12,-2.7,32,50,60.0,125,광안지웰에스테이트,https://new.land.naver.com/offices?articleNo=2628705922,https://web.33m2.co.kr/guest/room/104233
103913,서현역 복층 해피하우스,오피스텔,원룸,경기도,성남시 분당구,서현동,서현역,38,21,87.0,378.0,10,0,124.3,85,42.0,미표기(평당2만),127.0,1000,5,1.46,0.98,1.46,-2.7,6,40,85.0,120,분당오벨리스크,https://new.land.naver.com/offices?articleNo=2629881580,https://web.33m2.co.kr/guest/room/103913
18039,내집처럼편한오피스텔,오피스텔,원룸,충청북도,청주시 흥덕구,비하동,,4,13,30.0,130.3,11,0,47.1,40.0,10.0,표기,50.0,300.0,2,1.67,0.94,1.18,-2.9,3,40,40,55,주산리치,https://new.land.naver.com/offices?articleNo=2627661304,https://web.33m2.co.kr/guest/room/18039
89282,광안리 정면 오션뷰고층,오피스텔,원룸,부산광역시,수영구,광안동,금련산역,143,13,46.0,199.9,10,0,65.7,60,10.0,표기,70.0,500,1,1.52,0.94,1.09,-4.3,32,50,60.0,125,광안지웰에스테이트,https://new.land.naver.com/offices?articleNo=2628705922,https://web.33m2.co.kr/guest/room/89282
70945,라라하우스 정자역1분,오피스텔,원룸,경기도,성남시 분당구,정자동,정자역,85,15,51.0,221.6,15,3,121.4,97.5,30.0,미표기(평당2만),127.5,1000.0,6,2.5,0.95,1.25,-6.1,14,60,125.0,250,백궁동양파라곤,https://new.land.naver.com/offices?articleNo=2631395697,https://web.33m2.co.kr/guest/room/70945
86494,구월 길병원 단기임대,오피스텔,원룸,인천광역시,남동구,구월동,예술회관역,38,7,20.0,86.9,7,14,37.5,30,14.0,미표기(평당2만),44.0,300,1,2.2,0.85,1.25,-6.5,2,30,32.5,35,금화,https://new.land.naver.com/offices?articleNo=2628713682,https://web.33m2.co.kr/guest/room/86494
93468,부평역 굴포천역 2분,오피스텔,쓰리룸+,인천광역시,부평구,부평동,부평역,50,25,31.0,134.7,29,0,128.4,85,50.0,미표기(평당2만),135.0,1000,1,4.35,0.95,1.51,-6.6,1,85,85,85,라온밸리온,https://new.land.naver.com/offices?articleNo=2630838474,https://web.33m2.co.kr/guest/room/93468
91878,해운대 중동역. 3분,오피스텔,원룸,부산광역시,해운대구,중동,중동역,69,10,19.0,82.6,16,0,43.4,30,20.0,미표기(평당2만),50.0,300,3,2.63,0.87,1.45,-6.6,4,30,32.5,45,솔레비치,https://new.land.naver.com/offices?articleNo=2631410343,https://web.33m2.co.kr/guest/room/91878
113895,하늘,오피스텔,쓰리룸+,부산광역시,동구,초량동,,99,28,68.0,295.5,11,0,106.9,100,15.5,표기,115.5,2000,33,1.7,0.93,1.07,-8.6,242,80,160.0,1000,롯데캐슬드메르(생활숙박시설),https://new.land.naver.com/offices?articleNo=2632633286,https://web.33m2.co.kr/guest/room/113895
106263,🔹가양역신축복층오피스텔,오피스텔,원룸,서울특별시,강서구,화곡동,가양역,137,6,31.5,136.9,13,5,70.2,67,12.0,미표기(평당2만),79.0,1000,1,2.51,0.89,1.05,-8.8,3,67,67,80,거마지엠밸리,https://new.land.naver.com/offices?articleNo=2630870740,https://web.33m2.co.kr/guest/room/106263
79197,양평역3분❣️오피스텔,오피스텔,원룸,서울특별시,영등포구,양평동2가,양평역,24,7,33.4,145.1,10,0,47.7,50.0,8.0,표기,58.0,500.0,12,1.74,0.82,0.95,-10.3,16,10,50.0,60,코업레지던스,https://new.land.naver.com/offices?articleNo=2631947362,https://web.33m2.co.kr/guest/room/79197
51696,연동 풀옵션레지던스2룸,오피스텔,투룸,제주특별자치도,제주시,연동,,69,12,48.0,208.6,6,0,41.1,48,8.0,표기,56.0,300,3,1.17,0.73,0.86,-14.9,3,47,48,50,디오션시티2차(생활숙박시설),https://new.land.naver.com/offices?articleNo=2629028791,https://web.33m2.co.kr/guest/room/51696
112545,부산항 초고층 오션뷰💙,오피스텔,쓰리룸+,부산광역시,동구,초량동,부산역,99,27,100.0,434.5,7,0,100.0,100,15.5,표기,115.5,2000,33,1.16,0.87,1.0,-15.5,242,80,160.0,1000,롯데캐슬드메르(생활숙박시설),https://new.land.naver.com/offices?articleNo=2632633286,https://web.33m2.co.kr/guest/room/112545
77815,탁트인 원룸 원거실,아파트,원룸,서울특별시,송파구,방이동,몽촌토성역,133,10,49.0,212.9,22,0,154.0,150,20.0,미표기(평당2만),170.0,2000,1,3.47,0.91,1.03,-16.0,3,20,150,150,파크캐슬,https://new.land.naver.com/offices?articleNo=2630871801,https://web.33m2.co.kr/guest/room/77815
105711,나인플러스 102,기타(비오피스텔),원룸,부산광역시,부산진구,부전동,,73,12,20.0,86.9,11,0,31.4,40,8.0,표기,48.0,1000,1,2.4,0.65,0.78,-16.6,1,40,40,40,대동레미안더오션2,https://new.land.naver.com/offices?articleNo=2631803966,https://web.33m2.co.kr/guest/room/105711
60906,창원 롯데마트 1분컷❤,오피스텔,원룸,경상남도,창원시 성산구,중앙동,창원중앙역,12,12,29.0,126.0,9,0,37.3,45.5,9.0,표기,54.5,500.0,2,1.88,0.68,0.82,-17.2,3,45,46,80,창원광장동광뷰엘,https://new.land.naver.com/offices?articleNo=2631593507,https://web.33m2.co.kr/guest/room/60906
63708,✨수원역 풀옵션✨,오피스텔,원룸,경기도,수원시 팔달구,매산로1가,수원역,10,8,27.0,117.3,10,0,38.6,41.0,16.0,미표기(평당2만),57.0,300.0,10,2.11,0.68,0.94,-18.4,11,38,40,45,MJ스톤타워(생활숙박시설),https://new.land.naver.com/offices?articleNo=2631507828,https://web.33m2.co.kr/guest/room/63708
79064,화정역1분깔끔전망굿,오피스텔,원룸,경기도,고양시 덕양구,화정동,화정역,22,16,31.8,138.2,16,0,72.7,60,32.0,미표기(평당2만),92.0,300,1,2.89,0.79,1.21,-19.3,5,60,65,75,오벨리스크,https://new.land.naver.com/offices?articleNo=2629489677,https://web.33m2.co.kr/guest/room/79064
92829,청라국제도시역 선셋맛집,오피스텔,투룸,인천광역시,서구,청라동,청라국제도시역,57,18,44.0,191.2,5,19,85.7,69,36.0,미표기(평당2만),105.0,1000,3,2.39,0.82,1.24,-19.3,62,50,100.0,250,청라국제도시아이파크,https://new.land.naver.com/offices?articleNo=2630374462,https://web.33m2.co.kr/guest/room/92829
84997,"당산역2,9호선홍대강남",오피스텔,원룸,서울특별시,영등포구,당산동6가,당산역,11,10,40.0,173.8,21,0,120.0,120,20.0,미표기(평당2만),140.0,120,1,3.5,0.86,1.0,-20.0,1,120,120,120,유탑유블레스2차,https://new.land.naver.com/offices?articleNo=2627599343,https://web.33m2.co.kr/guest/room/84997
32024,해운대뷰6인이상대형평수,오피스텔,쓰리룸+,부산광역시,해운대구,중동,신해운대역,69,60,140.0,608.3,14,0,280.0,180,120.0,미표기(평당2만),300.0,3000,1,2.14,0.93,1.56,-20.0,5,80,150,180,하모니타워마브러스,https://new.land.naver.com/offices?articleNo=2629111756,https://web.33m2.co.kr/guest/room/32024
29086,아름다운 시화호 오션뷰,오피스텔,원룸,경기도,안산시 단원구,성곡동,,67,7,21.0,91.2,10,0,30.0,36.5,14.0,미표기(평당2만),50.5,150.0,10,2.4,0.59,0.82,-20.5,13,32,40,90,중앙하이츠마레,https://new.land.naver.com/offices?articleNo=2632314553,https://web.33m2.co.kr/guest/room/29086
71471,광안리 해변가 입구근처,오피스텔,원룸,부산광역시,수영구,광안동,광안역,143,12,21.0,91.2,7,0,21.0,35,7.0,표기,42.0,500,7,2.0,0.5,0.6,-21.0,7,28,35,45,대권네오텔,https://new.land.naver.com/offices?articleNo=2629291408,https://web.33m2.co.kr/guest/room/71471
113574,두정역 양지스테이 복층,오피스텔,원룸,충청남도,천안시 서북구,성정동,두정역,29,16,20.0,86.9,12,0,34.3,45,11.0,표기,56.0,300,5,2.8,0.61,0.76,-21.7,6,25,41.0,45,양지렉스빌,https://new.land.naver.com/offices?articleNo=2631174182,https://web.33m2.co.kr/guest/room/113574
87845,을지대병원1분 뷰티풀뷰,오피스텔,원룸,대전광역시,서구,둔산동,정부청사역,87,16,27.0,117.3,12,3,51.4,42,32.0,미표기(평당2만),74.0,500,3,2.74,0.69,1.22,-22.6,5,20,42,46,넥서스밸리,https://new.land.naver.com/offices?articleNo=2629842039,https://web.33m2.co.kr/guest/room/87845
106306,오픈♤과천 지식정보타운,오피스텔,원룸,경기도,과천시,갈현동,,6,16,50.0,217.2,15,0,107.1,120,10.0,표기,130.0,2000,7,2.6,0.82,0.89,-22.9,44,40,145.0,180,힐스테이트과천디센트로2차,https://new.land.naver.com/offices?articleNo=2631670536,https://web.33m2.co.kr/guest/room/106306
107758,⭐서울역공덕역 패밀리👪,오피스텔,원룸,서울특별시,마포구,공덕동,서울역공덕역,53,9,58.0,252.0,0,16,0.0,5,18.0,미표기(평당2만),23.0,20000,1,0.4,0.0,0.0,-23.0,5,5,20,120,YD레지던스,https://new.land.naver.com/offices?articleNo=2631277156,https://web.33m2.co.kr/guest/room/107758
66833,광안리 심플하우스🏠,오피스텔,원룸,부산광역시,수영구,광안동,광안역,143,10,27.0,117.3,5,3,21.4,37.5,7.0,표기,44.5,400.0,4,1.65,0.48,0.57,-23.1,7,28,35,45,대권네오텔,https://new.land.naver.com/offices?articleNo=2630626938,https://web.33m2.co.kr/guest/room/66833
23271,강서구청 15층 정남향,오피스텔,투룸,서울특별시,강서구,화곡동,화곡역,137,13,50.5,219.4,12,0,86.6,100.0,9.9,표기,109.9,1000.0,2,2.18,0.79,0.87,-23.3,6,80,90.0,100,엠제이타운,https://new.land.naver.com/offices?articleNo=2629630659,https://web.33m2.co.kr/guest/room/23271
36745,롯데백화점 부암역 5분,기타(비오피스텔),원룸,부산광역시,부산진구,부전동,부암역,73,9,18.0,78.2,14,0,36.0,46.0,13.5,표기,59.5,1000.0,4,3.31,0.61,0.78,-23.5,5,40,47,65,마크타워1,https://new.land.naver.com/offices?articleNo=2632609715,https://web.33m2.co.kr/guest/room/36745
108587,[상무지구]쉼표 스테이,오피스텔,원룸,광주광역시,서구,치평동,,28,16,30.0,130.3,14,0,60.0,53.5,32.0,미표기(평당2만),85.5,500.0,14,2.85,0.7,1.12,-25.5,14,49,53.5,60,상무대라수,https://new.land.naver.com/offices?articleNo=2632295938,https://web.33m2.co.kr/guest/room/108587
19058,서현역 복층 힐링하우스,오피스텔,원룸,경기도,성남시 분당구,서현동,서현역,38,17,72.0,312.8,9,0,92.6,85,34.0,미표기(평당2만),119.0,1000,5,1.65,0.78,1.09,-26.4,6,40,85.0,120,분당오벨리스크,https://new.land.naver.com/offices?articleNo=2629881580,https://web.33m2.co.kr/guest/room/19058
8097,연희 SafeHouse,오피스텔,원룸,서울특별시,서대문구,연희동,홍제역,23,8,35.0,152.1,3,21,50.0,63,16.0,미표기(평당2만),79.0,500,1,2.26,0.63,0.79,-29.0,2,22,42.5,63,정연지오빌II,https://new.land.naver.com/offices?articleNo=2632141205,https://web.33m2.co.kr/guest/room/8097
106456,"군산대, 새만금 가까움",오피스텔,원룸,전라북도,군산시,미룡동,,0,10,15.0,65.2,0,0,0.0,22,7.0,표기,29.0,200,1,1.93,0.0,0.0,-29.0,1,22,22,22,파스텔로,https://new.land.naver.com/offices?articleNo=2630815190,https://web.33m2.co.kr/guest/room/106456
84187,바다의 별,오피스텔,원룸,부산광역시,해운대구,우동,부산역,80,14,41.0,178.1,6,0,35.1,55,9.5,표기,64.5,500,1,1.57,0.54,0.64,-29.4,24,55,72.5,150,한일오르듀,https://new.land.naver.com/offices?articleNo=2629583261,https://web.33m2.co.kr/guest/room/84187
89358,♠블루핀 영남대 복층,오피스텔,투룸,경상북도,경산시,계양동,임당역,13,12,31.0,134.7,11,0,48.7,55,24.0,미표기(평당2만),79.0,500,3,2.55,0.62,0.89,-30.3,21,50,75,90,블루핀임당제니스,https://new.land.naver.com/offices?articleNo=2631971851,https://web.33m2.co.kr/guest/room/89358
29810,[부산서면]왔다간다이가,아파트,원룸,부산광역시,부산진구,부전동,서면역,73,11,38.0,165.1,3,0,16.3,40,8.0,표기,48.0,1000,1,1.26,0.34,0.41,-31.7,1,40,40,40,대동레미안더오션2,https://new.land.naver.com/offices?articleNo=2631803966,https://web.33m2.co.kr/guest/room/29810
114920,공덕역 ❤️ 청소광 ❤️,오피스텔,원룸,서울특별시,마포구,신공덕동,공덕역,26,13,49.0,212.9,12,0,84.0,90.0,26.0,미표기(평당2만),116.0,1000.0,4,2.37,0.72,0.93,-32.0,18,90,110.0,130,메트로디오빌,https://new.land.naver.com/offices?articleNo=2630140338,https://web.33m2.co.kr/guest/room/114920
42083,터미널 복층풀옵션! 5,오피스텔,원룸,충청북도,청주시 흥덕구,강서동,,26,13,26.0,113.0,7,0,26.0,45,13.0,표기,58.0,300,1,2.23,0.45,0.58,-32.0,3,45,75,75,신해블루지움,https://new.land.naver.com/offices?articleNo=2631814085,https://web.33m2.co.kr/guest/room/42083
76706,집순이의 아늑한 공간,오피스텔,원룸,부산광역시,동래구,온천동,미남역,23,8,28.0,121.7,0,0,0.0,27.0,5.0,표기,32.0,300.0,2,1.14,0.0,0.0,-32.0,2,27,27.0,27,효창,https://new.land.naver.com/offices?articleNo=2627632393,https://web.33m2.co.kr/guest/room/76706
5335,부산역 풀옵션 복층,오피스텔,원룸,부산광역시,동구,초량동,부산역,99,13,22.9,99.5,4,0,13.1,37,9.0,표기,46.0,300,11,2.01,0.28,0.35,-32.9,12,33,38.5,60,태영노블리안,https://new.land.naver.com/offices?articleNo=2630667420,https://web.33m2.co.kr/guest/room/5335
16339,신촌역 위치 너무좋아요,오피스텔,투룸,서울특별시,마포구,노고산동,신촌역,84,17,63.0,273.7,10,0,90.0,90.0,34.0,미표기(평당2만),124.0,1000.0,4,1.97,0.73,1.0,-34.0,11,65,80,150,신촌르메이에르타운Ⅱ,https://new.land.naver.com/offices?articleNo=2629021563,https://web.33m2.co.kr/guest/room/16339
102951,주엽역 풀옵션 초역세권,오피스텔,원룸,경기도,고양시 일산서구,주엽동,주엽역,10,14,45.0,195.5,3,10,28.9,35,28.0,미표기(평당2만),63.0,400,1,1.4,0.46,0.83,-34.1,7,35,45,50,대우시티프라자,https://new.land.naver.com/offices?articleNo=2631600826,https://web.33m2.co.kr/guest/room/102951
114647,부산 iF HOUSE🦋,오피스텔,원룸,부산광역시,부산진구,부전동,서면역,73,10,37.5,162.9,0,0,0.0,30,5.0,표기,35.0,200,11,0.93,0.0,0.0,-35.0,21,30,32,55,서면베르빌,https://new.land.naver.com/offices?articleNo=2631366151,https://web.33m2.co.kr/guest/room/114647
111336,롯백역세권가족힐링출장,오피스텔,원룸,부산광역시,부산진구,부전동,롯백역,73,12,31.0,134.7,0,0,0.0,30.0,5.0,표기,35.0,200.0,8,1.13,0.0,0.0,-35.0,21,30,32,55,서면베르빌,https://new.land.naver.com/offices?articleNo=2630661641,https://web.33m2.co.kr/guest/room/111336
102356,마린시티 동백섬 오션뷰,오피스텔,원룸,부산광역시,해운대구,우동,동백역,80,14,44.0,191.2,4,4,29.0,55,9.5,표기,64.5,500,1,1.47,0.45,0.53,-35.5,24,55,72.5,150,한일오르듀,https://new.land.naver.com/offices?articleNo=2629583261,https://web.33m2.co.kr/guest/room/102356
101144,전포역가야역사이복층,오피스텔,원룸,부산광역시,부산진구,부전동,전포역가야역,73,8,28.0,121.7,5,0,20.0,40,16.0,미표기(평당2만),56.0,500,1,2.0,0.36,0.5,-36.0,4,30,32.5,40,노블리안,https://new.land.naver.com/offices?articleNo=2630591403,https://web.33m2.co.kr/guest/room/101144
